Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2017-01-20,Adelaide,18.2,24.3,21.0,5.47,7.61,SSW,44.0,S,S,17.0,13.0,74.0,48.0,1005.2,1008.4,4.45,4.51,18.4,23.3,Yes,No
2017-01-21,Adelaide,13.2,26.5,0.0,5.47,7.61,WSW,28.0,W,SW,4.0,15.0,61.0,42.0,1016.0,1013.8,4.45,4.51,18.3,25.5,No,No
2017-01-22,Adelaide,17.3,34.2,0.0,5.47,7.61,N,30.0,NNE,W,9.0,13.0,32.0,24.0,1013.3,1009.3,4.45,4.51,25.7,32.7,No,No
2017-01-23,Adelaide,24.5,33.0,0.0,5.47,7.61,WSW,37.0,NE,W,7.0,6.0,25.0,79.0,1004.9,1006.2,4.45,4.51,30.8,25.6,No,Yes
2017-01-24,Adelaide,16.2,25.2,6.4,5.47,7.61,SSW,35.0,SSW,S,11.0,17.0,67.0,41.0,1017.4,1018.0,4.45,4.51,19.1,24.1,Yes,No
2017-01-25,Adelaide,12.4,27.4,0.0,5.47,7.61,WSW,31.0,SW,WSW,2.0,17.0,51.0,38.0,1021.4,1019.3,4.45,4.51,18.8,25.6,No,No
2017-01-04,Adelaide,18.5,33.3,0.0,5.47,7.61,SE,39.0,WSW,ESE,6.0,15.0,43.0,27.0,1015.0,1012.8,4.45,4.51,25.7,32.8,No,No
2017-01-26,Adelaide,13.7,28.0,0.0,5.47,7.61,SE,26.0,SW,SE,4.0,7.0,56.0,37.0,1020.8,1018.3,4.45,4.51,19.5,26.7,No,No
2017-01-03,Adelaide,13.6,27.8,0.0,5.47,7.61,SE,26.0,WSW,ENE,9.0,7.0,56.0,28.0,1019.9,1016.3,4.45,4.51,18.5,27.3,No,No
2017-01-01,Adelaide,16.3,23.7,0.0,5.47,7.61,WSW,39.0,SW,SW,17.0,17.0,72.0,57.0,1011.9,1012.8,4.45,4.51,18.3,22.6,No,No
2016-12-11,Adelaide,12.3,31.2,0.0,5.47,7.61,WSW,28.0,E,WNW,7.0,13.0,46.0,23.0,1022.7,1019.3,4.45,4.51,20.6,30.2,No,No
2016-12-12,Adelaide,16.1,36.9,0.0,5.47,7.61,NNW,35.0,N,WNW,9.0,15.0,27.0,10.0,1017.0,1014.1,4.45,4.51,27.6,36.2,No,No
2016-12-13,Adelaide,20.3,35.6,0.0,5.47,7.61,NNW,54.0,N,SW,13.0,13.0,19.0,20.0,1008.5,1006.7,4.45,4.51,29.8,34.7,No,No
2016-12-14,Adelaide,16.0,24.4,0.4,5.47,7.61,SE,39.0,SSE,ESE,7.0,9.0,73.0,42.0,1015.1,1014.0,4.45,4.51,16.6,22.4,No,No
2016-12-15,Adelaide,12.5,23.3,0.0,5.47,7.61,SE,31.0,ESE,NE,15.0,6.0,40.0,26.0,1018.6,1015.5,4.45,4.51,16.1,21.9,No,No
2016-12-16,Adelaide,10.3,27.6,0.0,5.47,7.61,WSW,30.0,N,WNW,0.0,15.0,52.0,25.0,1011.8,1009.0,4.45,4.51,18.1,26.5,No,No
2016-12-17,Adelaide,14.4,21.7,0.4,5.47,7.61,WSW,46.0,SW,SW,15.0,24.0,75.0,36.0,1015.7,1018.2,4.45,4.51,16.7,20.3,No,No
2016-12-18,Adelaide,9.6,27.4,0.0,5.47,7.61,SSW,28.0,E,WSW,9.0,13.0,42.0,30.0,1023.1,1018.5,4.45,4.51,17.3,24.3,No,No
2016-12-19,Adelaide,17.2,37.1,0.0,5.47,7.61,WSW,41.0,N,W,13.0,19.0,16.0,12.0,1011.7,1007.1,4.45,4.51,26.7,36.1,No,Yes
2016-12-20,Adelaide,14.6,22.8,2.2,5.47,7.61,WSW,35.0,SW,WSW,19.0,15.0,56.0,42.0,1014.3,1014.1,4.45,4.51,16.9,22.1,Yes,No
2016-12-21,Adelaide,13.1,26.9,0.0,5.47,7.61,WSW,31.0,SSE,WSW,7.0,19.0,50.0,42.0,1020.0,1017.5,4.45,4.51,18.8,24.8,No,No
2016-12-22,Adelaide,15.1,32.9,0.0,5.47,7.61,SSW,26.0,ENE,WSW,13.0,15.0,44.0,32.0,1018.1,1014.1,4.45,4.51,22.5,30.4,No,No
2016-12-23,Adelaide,22.5,38.3,0.0,5.47,7.61,WSW,46.0,NNE,WSW,9.0,20.0,21.0,17.0,1011.2,1008.1,4.45,4.51,29.9,36.9,No,No
2016-12-24,Adelaide,19.1,36.2,0.0,5.47,7.61,WSW,26.0,E,WSW,4.0,13.0,41.0,24.0,1013.5,1011.1,4.45,4.51,26.9,35.6,No,No
2016-12-25,Adelaide,16.9,41.3,0.0,5.47,7.61,SW,33.0,E,WSW,7.0,15.0,26.0,15.0,1009.7,1006.1,4.45,4.51,30.7,39.2,No,No
2016-12-26,Adelaide,22.2,28.4,0.2,5.47,7.61,SE,48.0,NNE,W,7.0,13.0,76.0,61.0,1010.0,1007.8,4.45,4.51,22.3,28.1,No,Yes
2016-12-27,Adelaide,21.1,29.9,5.8,5.47,7.61,NNE,54.0,NE,E,13.0,9.0,81.0,78.0,1005.7,1000.6,4.45,4.51,22.8,25.0,Yes,Yes
2016-12-28,Adelaide,22.5,30.1,61.2,5.47,7.61,NNE,63.0,NNW,SSW,13.0,9.0,89.0,60.0,998.5,1000.5,4.45,4.51,24.4,28.8,Yes,Yes
2016-12-29,Adelaide,17.2,30.8,3.0,5.47,7.61,SSW,37.0,N,WNW,7.0,17.0,51.0,26.0,1004.2,1003.0,4.45,4.51,22.9,30.7,Yes,No
2016-12-30,Adelaide,17.9,24.3,0.2,5.47,7.61,WSW,33.0,W,SW,15.0,11.0,75.0,64.0,1005.5,1006.1,4.45,4.51,19.1,22.6,No,No
2016-12-31,Adelaide,18.1,25.3,0.0,5.47,7.61,SW,33.0,WSW,W,11.0,11.0,70.0,54.0,1009.1,1007.7,4.45,4.51,18.7,23.5,No,No
2017-01-02,Adelaide,15.7,24.6,0.2,5.47,7.61,SSE,33.0,SE,ESE,15.0,17.0,59.0,42.0,1019.7,1018.4,4.45,4.51,18.2,23.6,No,No
2017-03-18,Adelaide,12.7,33.5,0.0,5.47,7.61,NNE,24.0,N,NW,0.0,6.0,54.0,12.0,1022.2,1019.2,4.45,4.51,19.2,33.3,No,No
2017-01-27,Adelaide,15.1,32.2,0.0,5.47,7.61,WNW,22.0,SW,W,4.0,9.0,62.0,28.0,1016.8,1014.0,4.45,4.51,20.3,30.9,No,No
2017-01-29,Adelaide,16.3,39.0,0.0,5.47,7.61,WSW,20.0,N,SW,0.0,9.0,42.0,17.0,1016.4,1012.9,4.45,4.51,25.3,36.9,No,No
2017-02-24,Adelaide,14.5,24.5,0.0,5.47,7.61,SSW,37.0,SSE,SSE,11.0,13.0,55.0,38.0,1027.0,1025.1,4.45,4.51,17.7,23.4,No,No
2017-02-25,Adelaide,14.5,24.8,0.0,5.47,7.61,SE,35.0,ESE,SSE,6.0,13.0,52.0,35.0,1025.6,1022.8,4.45,4.51,17.8,23.6,No,No
2017-02-26,Adelaide,12.2,27.0,0.0,5.47,7.61,SW,26.0,WSW,WSW,2.0,13.0,52.0,35.0,1021.2,1018.1,4.45,4.51,17.2,26.0,No,No
2017-02-27,Adelaide,14.1,35.0,0.0,5.47,7.61,ESE,35.0,WSW,WSW,4.0,15.0,58.0,28.0,1018.4,1015.9,4.45,4.51,21.7,33.2,No,No
2017-02-28,Adelaide,21.7,38.4,0.0,5.47,7.61,ESE,35.0,NE,S,9.0,6.0,22.0,18.0,1017.7,1015.7,4.45,4.51,30.0,36.8,No,No
2017-03-01,Adelaide,23.0,38.6,0.0,5.47,7.61,W,26.0,NE,WSW,7.0,15.0,23.0,14.0,1017.7,1016.4,4.45,4.51,30.9,38.1,No,No
2017-03-02,Adelaide,21.1,36.2,0.0,5.47,7.61,SE,33.0,NNE,SSW,4.0,11.0,46.0,21.0,1018.3,1017.0,4.45,4.51,26.0,35.9,No,No
2017-03-03,Adelaide,18.9,34.0,0.0,5.47,7.61,ESE,30.0,N,E,0.0,9.0,47.0,24.0,1019.9,1017.4,4.45,4.51,25.1,32.6,No,No
2017-03-04,Adelaide,19.0,32.5,0.0,5.47,7.61,WSW,35.0,N,WSW,0.0,20.0,50.0,26.0,1016.3,1014.8,4.45,4.51,24.8,31.7,No,No
2017-03-05,Adelaide,15.0,26.9,0.0,5.47,7.61,S,39.0,SSE,SSE,13.0,13.0,61.0,41.0,1017.5,1015.4,4.45,4.51,19.4,26.1,No,No
2017-03-06,Adelaide,16.7,28.8,0.0,5.47,7.61,SSE,30.0,ESE,SW,6.0,7.0,69.0,41.0,1017.6,1014.6,4.45,4.51,18.6,27.5,No,No
2017-03-07,Adelaide,18.3,32.2,0.0,5.47,7.61,SW,30.0,N,SW,0.0,17.0,54.0,39.0,1015.6,1013.3,4.45,4.51,23.3,30.4,No,No
2017-03-08,Adelaide,19.1,33.0,0.0,5.47,7.61,SW,31.0,NNE,WSW,6.0,15.0,45.0,29.0,1014.3,1012.8,4.45,4.51,23.3,31.3,No,No
2017-03-09,Adelaide,17.3,32.9,0.0,5.47,7.61,WSW,26.0,N,SW,0.0,13.0,48.0,22.0,1016.4,1015.3,4.45,4.51,22.6,31.7,No,No
2017-03-10,Adelaide,15.1,31.5,2.36,5.47,7.61,W,40.04,N,WSW,0.0,11.0,42.0,19.0,1017.1,1015.3,4.45,4.51,20.1,30.8,No,No
2017-03-11,Adelaide,19.2,30.7,0.0,5.47,7.61,WSW,37.0,ENE,SSE,7.0,2.0,40.0,35.0,1010.7,1007.0,4.45,4.51,23.9,28.6,No,Yes
2017-03-12,Adelaide,16.9,21.7,1.4,5.47,7.61,WSW,43.0,NW,WSW,13.0,20.0,78.0,69.0,1004.8,1005.5,4.45,4.51,18.7,20.0,Yes,Yes
2017-03-13,Adelaide,16.4,23.4,7.2,5.47,7.61,SSE,26.0,SSW,SE,9.0,15.0,74.0,63.0,1015.1,1015.4,4.45,4.51,18.0,21.1,Yes,No
2017-03-14,Adelaide,15.2,30.2,0.0,5.47,7.61,WSW,26.0,N,WSW,0.0,15.0,72.0,41.0,1016.6,1014.2,4.45,4.51,21.5,28.8,No,No
2017-03-15,Adelaide,19.0,35.4,0.0,5.47,7.61,W,40.04,NNE,WNW,7.0,15.0,40.0,22.0,1011.5,1008.0,4.45,4.51,26.2,33.5,No,No
2017-03-16,Adelaide,18.2,23.3,0.0,5.47,7.61,WSW,44.0,SSW,SW,17.0,22.0,49.0,41.0,1015.3,1016.4,4.45,4.51,19.7,22.9,No,No
2017-02-23,Adelaide,17.9,24.9,0.0,5.47,7.61,WSW,31.0,S,WSW,13.0,13.0,62.0,47.0,1020.3,1021.1,4.45,4.51,19.6,24.0,No,No
2017-01-28,Adelaide,16.2,32.3,0.0,5.47,7.61,WSW,26.0,N,SW,2.0,13.0,46.0,24.0,1014.8,1014.9,4.45,4.51,24.5,31.0,No,No
2017-02-22,Adelaide,19.2,30.3,0.0,5.47,7.61,WSW,48.0,NNE,W,17.0,22.0,18.0,33.0,1009.2,1011.7,4.45,4.51,28.1,26.2,No,No
2017-02-20,Adelaide,13.2,23.1,0.8,5.47,7.61,WSW,31.0,S,WSW,4.0,17.0,55.0,37.0,1018.9,1017.7,4.45,4.51,17.1,21.9,No,No
2017-01-30,Adelaide,24.6,28.7,0.0,5.47,7.61,SW,59.0,SW,SW,4.0,9.0,47.0,66.0,1010.2,1009.6,4.45,4.51,28.1,28.6,No,No
2017-01-31,Adelaide,17.1,26.0,0.0,5.47,7.61,WSW,39.0,SSE,WSW,11.0,20.0,100.0,47.0,1016.7,1016.2,4.45,4.51,18.9,23.5,No,No
2017-02-01,Adelaide,17.0,25.6,0.0,5.47,7.61,WSW,30.0,N,WSW,0.0,9.0,55.0,38.0,1016.4,1014.8,4.45,4.51,18.7,24.8,No,No
2017-02-02,Adelaide,14.9,25.8,0.0,5.47,7.61,W,40.04,SW,SW,7.0,15.0,65.0,43.0,1019.6,1017.3,4.45,4.51,18.6,24.4,No,No
2017-02-03,Adelaide,13.4,29.7,0.0,5.47,7.61,WSW,22.0,N,SW,0.0,13.0,57.0,37.0,1017.3,1014.0,4.45,4.51,19.9,28.2,No,No
2017-02-04,Adelaide,17.5,30.2,0.0,5.47,7.61,WNW,28.0,NNE,NW,6.0,11.0,44.0,46.0,1009.9,1009.9,4.45,4.51,24.5,27.5,No,Yes
2017-02-05,Adelaide,20.8,24.9,1.2,5.47,7.61,N,35.0,NNW,N,11.0,9.0,81.0,82.0,1009.5,1008.4,4.45,4.51,23.5,24.7,Yes,Yes
2017-02-06,Adelaide,16.8,19.3,29.0,5.47,7.61,E,33.0,ESE,SE,13.0,7.0,85.0,71.0,1013.2,1014.8,4.45,4.51,17.3,18.6,Yes,No
2017-02-07,Adelaide,14.1,31.7,0.0,5.47,7.61,W,40.04,N,E,7.0,11.0,62.0,45.0,1018.5,1014.7,4.45,4.51,18.9,27.9,No,No
2017-02-08,Adelaide,18.6,42.4,2.36,5.47,7.61,NNE,35.0,NE,NNE,13.0,13.0,44.0,24.0,1011.8,1008.2,4.45,4.51,31.7,41.2,No,No
2017-02-09,Adelaide,25.8,41.0,0.0,5.47,7.61,N,20.0,SSW,W,4.0,7.0,43.0,30.0,1008.0,1007.2,4.45,4.51,33.1,38.5,No,No
2017-02-10,Adelaide,24.2,40.0,0.0,5.47,7.61,WSW,24.0,SSW,SW,6.0,9.0,61.0,36.0,1009.7,1007.8,4.45,4.51,29.0,38.0,No,No
2017-02-11,Adelaide,25.0,34.0,0.0,5.47,7.61,SSW,33.0,N,S,6.0,15.0,75.0,44.0,1009.1,1008.5,4.45,4.51,26.7,32.2,No,No
2017-02-12,Adelaide,17.2,23.4,0.0,5.47,7.61,S,41.0,S,WSW,13.0,19.0,59.0,36.0,1015.7,1015.7,4.45,4.51,17.7,21.9,No,No
2017-02-13,Adelaide,16.0,24.3,0.0,5.47,7.61,WSW,31.0,SSW,SSW,15.0,11.0,60.0,47.0,1019.2,1018.2,4.45,4.51,17.4,23.3,No,No
2017-02-14,Adelaide,15.1,28.1,0.0,5.47,7.61,WSW,24.0,ESE,SW,9.0,11.0,68.0,50.0,1020.3,1017.4,4.45,4.51,18.2,25.1,No,No
2017-02-15,Adelaide,18.1,33.4,0.0,5.47,7.61,NNW,37.0,N,WSW,11.0,15.0,29.0,28.0,1011.9,1010.0,4.45,4.51,25.3,31.6,No,No
2017-02-16,Adelaide,18.1,26.9,0.0,5.47,7.61,WSW,30.0,N,WSW,4.0,13.0,67.0,50.0,1012.2,1010.9,4.45,4.51,22.3,26.0,No,No
2017-02-17,Adelaide,15.6,23.4,0.0,5.47,7.61,WSW,41.0,WSW,WSW,13.0,15.0,58.0,54.0,1013.9,1013.6,4.45,4.51,19.1,22.3,No,No
2017-02-18,Adelaide,15.9,20.6,0.0,5.47,7.61,SSW,39.0,SW,SW,17.0,20.0,51.0,44.0,1015.9,1016.4,4.45,4.51,16.9,19.3,No,Yes
2017-02-19,Adelaide,12.1,20.3,2.4,5.47,7.61,SW,37.0,NW,SSW,2.0,17.0,85.0,60.0,1017.7,1016.6,4.45,4.51,14.3,18.7,Yes,No
2017-02-21,Adelaide,11.7,31.1,0.0,5.47,7.61,N,26.0,NE,NW,7.0,7.0,40.0,24.0,1019.2,1015.0,4.45,4.51,19.2,28.8,No,No
2016-05-24,Adelaide,10.6,21.0,0.4,5.47,7.61,N,28.0,NNE,N,6.0,11.0,82.0,37.0,1023.7,1017.7,4.45,4.51,14.5,20.8,No,Yes
2016-05-23,Adelaide,10.8,19.0,7.2,5.47,7.61,W,35.0,W,NW,13.0,11.0,63.0,59.0,1023.2,1022.7,4.45,4.51,15.9,18.1,Yes,No
2016-05-22,Adelaide,17.7,23.2,0.0,5.47,7.61,WNW,57.0,NNE,N,13.0,13.0,36.0,69.0,1009.3,1010.2,4.45,4.51,20.5,17.1,No,Yes
2015-08-25,Adelaide,8.6,15.2,0.0,5.47,7.61,SE,35.0,SSE,S,11.0,13.0,50.0,35.0,1028.9,1026.1,4.45,4.51,11.9,14.5,No,No
2015-08-26,Adelaide,8.9,16.0,0.0,5.47,7.61,SW,31.0,N,SSW,0.0,13.0,65.0,40.0,1025.6,1023.4,4.45,4.51,11.5,14.3,No,No
2015-08-27,Adelaide,4.6,14.3,0.6,5.47,7.61,SW,26.0,N,SSW,2.0,9.0,85.0,81.0,1026.4,1025.8,4.45,4.51,9.1,12.0,No,Yes
2015-08-28,Adelaide,6.2,14.0,1.4,5.47,7.61,S,24.0,ESE,SSE,6.0,9.0,68.0,62.0,1030.0,1027.6,4.45,4.51,12.3,13.1,Yes,No
2015-08-29,Adelaide,4.4,14.5,0.0,5.47,7.61,E,20.0,SE,ESE,9.0,7.0,66.0,46.0,1029.0,1026.6,4.45,4.51,11.0,13.4,No,No
2015-08-30,Adelaide,6.8,16.9,0.0,5.47,7.61,E,26.0,ENE,SW,7.0,4.0,41.0,39.0,1026.7,1023.0,4.45,4.51,12.7,16.5,No,No
2015-08-31,Adelaide,4.1,19.9,0.0,5.47,7.61,W,20.0,NE,NNW,7.0,7.0,42.0,29.0,1021.4,1017.9,4.45,4.51,14.0,19.2,No,No
2015-09-01,Adelaide,9.5,20.2,0.4,5.47,7.61,N,39.0,NE,NNE,11.0,19.0,40.0,32.0,1013.6,1009.6,4.45,4.51,16.6,18.7,No,Yes
2015-09-02,Adelaide,10.6,14.0,8.4,5.47,7.61,N,39.0,N,NNE,19.0,11.0,72.0,92.0,1005.7,1001.1,4.45,4.51,12.4,11.2,Yes,Yes
2015-09-03,Adelaide,9.5,15.8,10.8,5.47,7.61,SW,35.0,SSW,SSW,13.0,13.0,74.0,67.0,1020.0,1022.1,4.45,4.51,13.9,15.1,Yes,No
2015-09-04,Adelaide,6.5,14.1,0.0,5.47,7.61,WSW,19.0,N,WSW,0.0,11.0,64.0,63.0,1028.8,1026.0,4.45,4.51,11.7,12.9,No,No
2015-09-05,Adelaide,4.3,18.1,0.0,5.47,7.61,N,26.0,NNE,N,6.0,11.0,55.0,42.0,1025.4,1020.8,4.45,4.51,12.8,17.6,No,No
2015-09-06,Adelaide,10.9,16.8,0.0,5.47,7.61,WSW,57.0,NNE,W,17.0,24.0,56.0,45.0,1015.3,1017.2,4.45,4.51,15.3,15.4,No,No
2015-09-07,Adelaide,9.5,15.1,1.0,5.47,7.61,WSW,39.0,SW,WSW,19.0,17.0,48.0,50.0,1025.7,1025.5,4.45,4.51,12.3,14.4,No,Yes
2015-09-08,Adelaide,11.5,16.5,2.8,5.47,7.61,WSW,33.0,WSW,SW,15.0,17.0,86.0,68.0,1027.4,1026.8,4.45,4.51,13.4,15.6,Yes,Yes
2015-09-09,Adelaide,10.8,15.2,1.8,5.47,7.61,WSW,20.0,SSW,WSW,7.0,15.0,90.0,76.0,1032.7,1030.9,4.45,4.51,12.1,14.5,Yes,No
2015-09-10,Adelaide,5.5,20.2,0.0,5.47,7.61,N,26.0,NE,WNW,7.0,7.0,58.0,38.0,1034.1,1029.2,4.45,4.51,13.3,19.6,No,No
2015-09-11,Adelaide,10.5,24.8,0.0,5.47,7.61,NNW,37.0,N,NW,17.0,17.0,48.0,26.0,1026.3,1022.9,4.45,4.51,18.3,24.4,No,No
2015-09-12,Adelaide,15.5,27.1,0.0,5.47,7.61,NNW,28.0,N,NNW,11.0,13.0,31.0,26.0,1024.4,1021.5,4.45,4.51,21.5,27.0,No,No
2015-09-13,Adelaide,17.1,29.1,0.0,5.47,7.61,N,39.0,NNE,NNE,13.0,17.0,19.0,16.0,1020.2,1015.8,4.45,4.51,24.2,29.0,No,No
2015-09-14,Adelaide,14.7,19.9,0.0,5.47,7.61,W,35.0,NW,W,6.0,17.0,55.0,64.0,1014.8,1014.9,4.45,4.51,17.9,17.2,No,Yes
2015-08-24,Adelaide,9.2,14.3,0.0,5.47,7.61,SE,48.0,SE,SSE,17.0,19.0,64.0,42.0,1024.7,1024.1,4.45,4.51,9.9,13.4,No,No
2015-09-15,Adelaide,9.4,17.1,1.4,5.47,7.61,WSW,26.0,SW,WSW,13.0,7.0,60.0,45.0,1020.7,1020.0,4.45,4.51,12.9,15.4,Yes,No
2015-08-23,Adelaide,6.0,17.4,0.0,5.47,7.61,ESE,44.0,N,ESE,2.0,15.0,67.0,56.0,1019.8,1017.8,4.45,4.51,13.5,15.5,No,No
2015-08-21,Adelaide,12.7,20.8,3.0,5.47,7.61,N,37.0,N,NW,7.0,19.0,78.0,48.0,1012.9,1010.6,4.45,4.51,14.1,19.5,Yes,No
2015-07-31,Adelaide,3.3,16.1,0.0,5.47,7.61,N,28.0,NE,NNW,4.0,11.0,80.0,55.0,1022.1,1016.1,4.45,4.51,7.7,15.7,No,Yes
2015-08-01,Adelaide,7.7,11.5,11.0,5.47,7.61,WSW,37.0,SSW,SE,7.0,0.0,95.0,83.0,1016.0,1016.1,4.45,4.51,10.8,11.3,Yes,Yes
2015-08-02,Adelaide,8.1,14.4,7.0,5.47,7.61,WSW,35.0,W,W,9.0,19.0,80.0,69.0,1020.3,1020.2,4.45,4.51,10.9,13.4,Yes,Yes
2015-08-03,Adelaide,10.1,14.0,2.6,5.47,7.61,WSW,41.0,SSW,SW,19.0,19.0,74.0,69.0,1025.4,1025.6,4.45,4.51,11.2,11.8,Yes,No
2015-08-04,Adelaide,6.5,13.3,0.6,5.47,7.61,WNW,33.0,N,W,7.0,9.0,90.0,77.0,1028.1,1025.3,4.45,4.51,8.4,12.0,No,Yes
2015-08-05,Adelaide,8.3,13.9,4.2,5.47,7.61,WSW,41.0,SW,WSW,15.0,20.0,81.0,65.0,1022.0,1021.6,4.45,4.51,11.2,13.2,Yes,Yes
2015-08-06,Adelaide,7.7,13.3,1.2,5.47,7.61,WSW,26.0,SSW,SW,7.0,13.0,88.0,70.0,1026.5,1026.1,4.45,4.51,10.3,12.4,Yes,No
2015-08-07,Adelaide,9.3,11.4,0.6,5.47,7.61,WNW,17.0,N,WNW,7.0,7.0,89.0,78.0,1029.4,1027.6,4.45,4.51,10.0,11.0,No,No
2015-08-08,Adelaide,3.3,16.7,0.0,5.47,7.61,N,28.0,N,NW,2.0,11.0,76.0,49.0,1025.6,1021.3,4.45,4.51,9.3,15.7,No,No
2015-08-09,Adelaide,8.8,19.2,0.2,5.47,7.61,NNW,44.0,NE,N,9.0,17.0,43.0,34.0,1017.4,1010.6,4.45,4.51,13.4,19.0,No,No
2015-08-10,Adelaide,10.4,15.7,0.0,5.47,7.61,WNW,44.0,WNW,W,17.0,19.0,79.0,59.0,1013.2,1013.1,4.45,4.51,12.3,14.6,No,Yes
2015-08-11,Adelaide,7.4,16.2,2.6,5.47,7.61,N,50.0,N,WNW,17.0,26.0,65.0,84.0,1009.5,1004.8,4.45,4.51,11.4,10.1,Yes,Yes
2015-08-12,Adelaide,7.0,14.5,5.8,5.47,7.61,WSW,59.0,SW,SW,17.0,26.0,83.0,64.0,1010.0,1014.9,4.45,4.51,10.6,13.5,Yes,Yes
2015-08-13,Adelaide,10.5,15.7,4.0,5.47,7.61,W,26.0,WNW,WNW,11.0,11.0,97.0,68.0,1023.6,1023.2,4.45,4.51,11.6,15.1,Yes,Yes
2015-08-14,Adelaide,11.3,15.4,1.2,5.47,7.61,W,20.0,N,WNW,6.0,9.0,95.0,76.0,1028.4,1027.7,4.45,4.51,12.2,15.1,Yes,Yes
2015-08-15,Adelaide,10.9,14.5,1.4,5.47,7.61,W,15.0,N,SW,7.0,7.0,92.0,81.0,1033.0,1031.2,4.45,4.51,12.2,13.4,Yes,No
2015-08-16,Adelaide,6.9,15.7,0.0,5.47,7.61,WSW,20.0,NNE,WSW,4.0,11.0,90.0,58.0,1029.6,1026.0,4.45,4.51,9.6,14.9,No,No
2015-08-17,Adelaide,9.3,15.5,0.0,5.47,7.61,SW,31.0,NNW,SW,6.0,17.0,90.0,55.0,1024.3,1022.5,4.45,4.51,12.1,14.4,No,No
2015-08-18,Adelaide,8.8,14.3,0.4,5.47,7.61,WSW,13.0,SSW,W,6.0,4.0,60.0,48.0,1024.5,1022.7,4.45,4.51,11.1,14.1,No,No
2015-08-19,Adelaide,8.5,19.1,0.0,5.47,7.61,NNE,30.0,NE,NE,9.0,11.0,51.0,51.0,1022.2,1018.5,4.45,4.51,12.5,16.9,No,No
2015-08-20,Adelaide,12.5,22.9,0.0,5.47,7.61,NNE,50.0,NNE,NNE,20.0,19.0,25.0,31.0,1016.2,1012.8,4.45,4.51,19.0,20.6,No,Yes
2015-08-22,Adelaide,9.6,18.4,0.6,5.47,7.61,N,22.0,N,WNW,9.0,13.0,97.0,53.0,1018.2,1017.1,4.45,4.51,11.2,17.8,No,No
2015-07-30,Adelaide,9.5,14.8,0.2,5.47,7.61,NW,46.0,N,NW,19.0,19.0,44.0,75.0,1019.6,1018.6,4.45,4.51,11.6,13.1,No,No
2015-09-16,Adelaide,7.2,19.2,0.2,5.47,7.61,E,31.0,NE,SE,9.0,6.0,52.0,95.0,1018.7,1018.1,4.45,4.51,14.3,9.1,No,Yes
2015-09-18,Adelaide,7.2,17.2,0.0,5.47,7.61,WSW,28.0,N,WSW,0.0,15.0,71.0,52.0,1031.7,1027.8,4.45,4.51,11.5,15.9,No,No
2015-10-14,Adelaide,8.0,30.4,0.0,5.47,7.61,W,26.0,NW,W,6.0,11.0,49.0,20.0,1021.7,1017.6,4.45,4.51,16.2,29.3,No,No
2015-10-15,Adelaide,16.1,36.1,0.0,5.47,7.61,WNW,39.0,NE,WNW,7.0,19.0,17.0,10.0,1015.2,1012.6,4.45,4.51,28.3,35.8,No,No
2015-10-16,Adelaide,17.5,21.0,1.0,5.47,7.61,SW,26.0,SE,NNW,4.0,2.0,69.0,61.0,1021.6,1020.8,4.45,4.51,18.9,20.7,No,Yes
2015-10-17,Adelaide,13.6,24.6,2.8,5.47,7.61,ESE,24.0,SSE,E,7.0,6.0,66.0,28.0,1026.3,1025.4,4.45,4.51,16.0,24.4,Yes,No
2015-10-18,Adelaide,11.8,29.6,0.2,5.47,7.61,ENE,31.0,E,NNE,15.0,7.0,42.0,21.0,1026.6,1023.8,4.45,4.51,18.9,27.8,No,No
2015-10-19,Adelaide,18.9,32.5,0.0,5.47,7.61,SW,43.0,NE,WSW,11.0,19.0,21.0,31.0,1020.1,1018.5,4.45,4.51,26.6,30.9,No,No
2015-10-20,Adelaide,22.1,24.8,0.0,5.47,7.61,W,43.0,WNW,WNW,9.0,13.0,51.0,66.0,1013.1,1012.7,4.45,4.51,23.7,20.4,No,Yes
2015-10-21,Adelaide,14.7,19.4,4.8,5.47,7.61,WSW,43.0,SSW,WSW,13.0,20.0,81.0,58.0,1018.2,1019.3,4.45,4.51,16.5,18.9,Yes,No
2015-10-22,Adelaide,12.4,19.9,0.0,5.47,7.61,E,31.0,SE,SE,13.0,11.0,56.0,42.0,1024.5,1022.5,4.45,4.51,13.3,19.1,No,No
2015-10-23,Adelaide,8.9,24.3,0.0,5.47,7.61,WSW,24.0,E,SW,6.0,11.0,47.0,33.0,1023.9,1019.5,4.45,4.51,14.1,23.6,No,No
2015-10-24,Adelaide,12.5,33.1,0.0,5.47,7.61,NW,20.0,NNE,NNW,6.0,7.0,33.0,16.0,1018.9,1014.4,4.45,4.51,21.1,31.9,No,No
2015-10-25,Adelaide,21.1,24.8,0.0,5.47,7.61,SW,37.0,SW,WSW,7.0,15.0,48.0,59.0,1014.7,1016.4,4.45,4.51,22.9,21.3,No,No
